,date,track_id,mix_id,mix_name,track_type_id,track_title,bodypump_release_number,Duration,song_duration_sec,total_reps,total_reps_pulses,sec_per_rep,total_intensity,sec_per_rep_normalized,total_intensity_modulated,difficulty,enjoyment,workout_date_id,training_datetime,cardio_load,maximum_heart_rate,song_duration_sec_impute,total_reps_impute,total_reps_pulses_impute,sec_per_rep_impute,total_intensity_impute,sec_per_rep_normalized_impute,total_intensity_modulated_impute
15,2024-02-25,10007,002,Mix 2 OK+,07,NO MONEY,,,,,,,,,,7,4,2024-02-25_1,2024-02-25 13:03:50.037,39.347,155.0,134.0,134.0,70.6470588235294,0.9309650549472739,9592.315538294972,0.9309650549472739,9592.315538294972
16,2024-02-25,11608,002,Mix 2 OK+,08,RARI,116,5:39,339.0,85.0,0.0,3.988235294117647,5080.0,1.2288551754964003,4133.928961928257,6,4,2024-02-25_1,2024-02-25 13:03:50.037,39.347,155.0,339.0,85.0,0.0,3.988235294117647,5080.0,1.2288551754964003,4133.928961928257
17,2024-02-25,10009,002,Mix 2 OK+,09,WHEREVER I GO,,,,,,,,,,2,3,2024-02-25_1,2024-02-25 13:03:50.037,39.347,155.0,65.7948717948718,65.7948717948718,21.94871794871795,0.9408623179346364,1758.6626856709008,0.9408623179346364,1758.6626856709008
18,,9601,003,Mix 3 Hardest,01,FIVE MORE HOURS,96,5:29,329.0,80.0,0.0,4.1125,4120.0,1.152727782819765,3574.1309105275404,3,3,nan_2,,,,329.0,80.0,0.0,4.1125,4120.0,1.152727782819765,3574.1309105275404
19,,11702,003,Mix 3 Hardest,02,NOTHING FOR FREE,117,5:22,322.0,162.0,72.0,1.9876543209876543,9020.0,0.6750222512591785,13362.52246970259,8,5,nan_2,,,,322.0,162.0,72.0,1.9876543209876543,9020.0,0.6750222512591785,13362.52246970259
20,,11703,003,Mix 3 Hardest,03,I HATE HOW MUCH I WANT YOU,117,5:49,349.0,132.0,12.0,2.643939393939394,8025.0,0.9698175821991477,8274.75202274906,8,4,nan_2,,,,349.0,132.0,12.0,2.643939393939394,8025.0,0.9698175821991477,8274.75202274906
21,,10604,003,Mix 3 Hardest,04,SAY LESS,106,5:39,339.0,114.0,42.0,2.973684210526316,5080.0,0.8112498351198221,6261.942721072703,8,4,nan_2,,,,339.0,114.0,42.0,2.973684210526316,5080.0,0.8112498351198221,6261.942721072703
22,,10605,003,Mix 3 Hardest,05,TELL ME YOU LOVE ME,106,4:59,299.0,117.0,36.0,2.5555555555555554,7200.0,0.9416523260807743,7646.134141639011,8,5,nan_2,,,,299.0,117.0,36.0,2.5555555555555554,7200.0,0.9416523260807743,7646.134141639011
23,,9206,003,Mix 3 Hardest,06,MISS JACKSON,,,,,,,,,,6,3,nan_2,,,,93.16438356164383,93.16438356164383,44.52054794520548,1.020071571826141,6990.2007336657225,1.020071571826141,6990.2007336657225
24,,10607,003,Mix 3 Hardest,07,COCO'S MIRACLE (CLUB MIX),106,6:05,365.0,116.0,76.0,3.146551724137931,5770.0,1.0894065951373657,5296.461418312277,10,2,nan_2,,,,365.0,116.0,76.0,3.146551724137931,5770.0,1.0894065951373657,5296.461418312277
25,,10408,003,Mix 3 Hardest,08,INTO DUST,,,,,,,,,,9,3,nan_2,,,,101.56603773584905,101.56603773584905,11.169811320754716,1.069341245670157,6942.762342481378,1.069341245670157,6942.762342481378
26,,11709,003,Mix 3 Hardest,09,LEVITATING,117,3:28,208.0,86.0,18.0,2.4186046511627906,2070.0,0.594357792651964,3482.750669026935,5,5,nan_2,,,,208.0,86.0,18.0,2.4186046511627906,2070.0,0.594357792651964,3482.750669026935
27,,10901,004,Mix 4 Best,01,JACKIE CHAN,109,5:38,338.0,92.0,0.0,3.6739130434782608,4280.0,1.0297924952902882,4156.177112937215,2,4,nan_2,,,,338.0,92.0,0.0,3.6739130434782608,4280.0,1.0297924952902882,4156.177112937215
28,,11602,004,Mix 4 Best,02,THE SQUAT SONG,116,5:12,312.0,125.0,60.0,2.496,7110.0,0.847660240189911,8387.79461734228,6,5,nan_2,,,,312.0,125.0,60.0,2.496,7110.0,0.847660240189911,8387.79461734228
29,,12303,004,Mix 4 Best,03,CLAP SNAP,123,5:33,333.0,136.0,72.0,2.448529411764706,7480.0,0.8981396772953342,8328.325970995224,5,5,nan_2,,,,333.0,136.0,72.0,2.448529411764706,7480.0,0.8981396772953342,8328.325970995224
30,,10704,004,Mix 4 Best,04,BOOM,107,5:38,338.0,104.0,0.0,3.25,3690.0,0.8866314569672391,4161.819401966408,5,5,nan_2,,,,338.0,104.0,0.0,3.25,3690.0,0.8866314569672391,4161.819401966408
31,,10605,004,Mix 4 Best,05,TELL ME YOU LOVE ME,106,4:59,299.0,117.0,36.0,2.5555555555555554,7200.0,0.9416523260807743,7646.134141639011,8,5,nan_2,,,,299.0,117.0,36.0,2.5555555555555554,7200.0,0.9416523260807743,7646.134141639011
32,,9806,004,Mix 4 Best,06,VICTORIOUS,98,4:34,274.0,64.0,30.0,4.28125,3960.0,1.2581574702511231,3147.4597525614977,8,5,nan_2,,,,274.0,64.0,30.0,4.28125,3960.0,1.2581574702511231,3147.4597525614977
33,,9607,004,Mix 4 Best,07,PEANUT BUTTER JELLY,96,5:21,321.0,154.0,126.0,2.0844155844155843,8665.0,0.7216713036209741,12006.851258354742,8,5,nan_2,,,,321.0,154.0,126.0,2.0844155844155843,8665.0,0.7216713036209741,12006.851258354742
34,,9608,004,Mix 4 Best,08,ADDICTED TO A MEMORY,96,6:06,366.0,116.0,0.0,3.1551724137931036,7580.0,0.9721718164401641,7796.975670160809,9,5,nan_2,,,,366.0,116.0,0.0,3.1551724137931036,7580.0,0.9721718164401641,7796.975670160809
35,,11709,004,Mix 4 Best,09,LEVITATING,117,3:28,208.0,86.0,18.0,2.4186046511627906,2070.0,0.594357792651964,3482.750669026935,5,5,nan_2,,,,208.0,86.0,18.0,2.4186046511627906,2070.0,0.594357792651964,3482.750669026935
36,2024-03-02,9801,006,Mix 6 10am,01,STRONG ONES,98,5:06,306.0,82.0,0.0,3.731707317073171,4260.0,1.0459921463202553,4072.688322743582,3,3,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,306.0,82.0,0.0,3.731707317073171,4260.0,1.0459921463202553,4072.688322743582
37,2024-03-02,9902,006,Mix 6 10am,02,POWER GLOVE,99,6:00,360.0,106.0,0.0,3.3962264150943398,6260.0,1.153383853669146,5427.507919488972,5,3,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,360.0,106.0,0.0,3.3962264150943398,6260.0,1.153383853669146,5427.507919488972
38,2024-03-02,9503,006,Mix 6 10am,03,MARK RONSON FEAT. BRUNO MARS - UPTOWN FUNK,95,6:06,366.0,89.0,26.0,4.112359550561798,4425.0,1.5084455436465414,2933.4834251311,7,4,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,366.0,89.0,26.0,4.112359550561798,4425.0,1.5084455436465414,2933.4834251311
39,2024-03-02,10604,006,Mix 6 10am,04,SAY LESS,106,5:39,339.0,114.0,42.0,2.973684210526316,5080.0,0.8112498351198221,6261.942721072703,8,4,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,339.0,114.0,42.0,2.973684210526316,5080.0,0.8112498351198221,6261.942721072703
40,2024-03-02,11105,006,Mix 6 10am,05,HIGH HOPES,111,5:49,349.0,182.0,48.0,1.9175824175824177,11505.0,0.7065766737266393,16282.733959104711,8,4,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,349.0,182.0,48.0,1.9175824175824177,11505.0,0.7065766737266393,16282.733959104711
41,2024-03-02,9506,006,Mix 6 10am,06,FLO RIDA FEAT. SAGE THE GEMINI AND LOOKAS - GDFR,95,4:25,265.0,154.0,120.0,1.7207792207792207,9220.0,0.5056960540207377,18232.295717343888,7,3,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,265.0,154.0,120.0,1.7207792207792207,9220.0,0.5056960540207377,18232.295717343888
42,2024-03-02,10908,006,Mix 6 10am,08,BLAH BLAH BLAH,109,5:29,329.0,92.0,24.0,3.5760869565217392,6010.0,1.1018640176592547,5454.393558260797,8,3,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,329.0,92.0,24.0,3.5760869565217392,6010.0,1.1018640176592547,5454.393558260797
43,2024-03-02,10409,006,Mix 6 10am,09,NO VACANCY,,,,,,,,,,4,4,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,65.7948717948718,65.7948717948718,21.94871794871795,0.9408623179346364,1758.6626856709008,0.9408623179346364,1758.6626856709008
44,2024-03-02,11001,007,Mix 7 6pm,01,I NEED,,,,,,,,,,3,3,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,97.27160493827161,97.27160493827161,0.4444444444444444,0.9517947823753575,5991.053116275056,0.9517947823753575,5991.053116275056
45,2024-03-02,10402,007,Mix 7 6pm,02,BLACK ROSE,,,,,,,,,,6,4,2024-03-02_1,2024-03-02 10:04:08.564,66.3219,183.0,122.53488372093024,122.53488372093024,33.86046511627907,0.9867396162018026,7474.635216735591,0.9867396162018026,7474.635216735591
46,2024-03-02,11103,007,Mix 7 6pm,03,YOUNGBLOOD,111,5:38,338.0,137.0,72.0,2.4671532846715327,6330.0,0.9049710590717415,6994.698821079305,6,3,2024-03-02_2,2024-03-02 18:01:21.379,65.2637,176.0,338.0,137.0,72.0,2.4671532846715327,6330.0,0.9049710590717415,6994.698821079305
47,2024-03-02,9604,007,Mix 7 6pm,04,THE THRILL,96,5:29,329.0,107.0,0.0,3.074766355140187,4935.0,0.8388260225513203,5883.2223456659285,6,2,2024-03-02_2,2024-03-02 18:01:21.379,65.2637,176.0,329.0,107.0,0.0,3.074766355140187,4935.0,0.8388260225513203,5883.2223456659285
48,2024-03-02,10405,007,Mix 7 6pm,05,TOUCH,,,,,,,,,,7,4,2024-03-02_2,2024-03-02 18:01:21.379,65.2637,176.0,121.77027027027027,121.77027027027027,33.83783783783784,1.011089090409027,8612.188287082014,1.011089090409027,8612.188287082014
49,2024-03-02,11706,007,Mix 7 6pm,06,FRENCH TOAST,117,4:46,286.0,62.0,24.0,4.612903225806452,3570.0,1.355622459116821,2633.4765819133972,4,5,2024-03-02_2,2024-03-02 18:01:21.379,65.2637,176.0,286.0,62.0,24.0,4.612903225806452,3570.0,1.355622459116821,2633.4765819133972
50,2024-03-02,9207,007,Mix 7 6pm,07,STAY THE NIGHT,,,,,,,,,,5,4,2024-03-02_2,2024-03-02 18:01:21.379,65.2637,176.0,134.0,134.0,70.6470588235294,0.9309650549472739,9592.315538294972,0.9309650549472739,9592.315538294972
51,2024-03-02,11109,007,Mix 7 6pm,09,FOOLISH,111,3:24,204.0,96.0,64.0,2.125,2350.0,0.5222061856112808,4500.138192061344,3,3,2024-03-02_2,2024-03-02 18:01:21.379,65.2637,176.0,204.0,96.0,64.0,2.125,2350.0,0.5222061856112808,4500.138192061344
52,2024-03-09,12301,008,Mix 8 10am,01,RUN (GALANTIS & MISHA K VIP MIX),123,4:33,273.0,73.0,0.0,3.73972602739726,3810.0,1.0482397791890605,3634.6645830856496,2,4,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,273.0,73.0,0.0,3.73972602739726,3810.0,1.0482397791890605,3634.6645830856496
53,2024-03-09,10902,008,Mix 8 10am,02,NATURAL,109,6:25,385.0,146.0,96.0,2.636986301369863,7330.0,0.8955402410243122,8185.003491988256,5,3,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,385.0,146.0,96.0,2.636986301369863,7330.0,0.8955402410243122,8185.003491988256
54,2024-03-09,10003,008,Mix 8 10am,03,BAD MAN,,,,,,,,,,7,4,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,121.0609756097561,121.0609756097561,45.146341463414636,1.0534050779315147,6418.664937211297,1.0534050779315147,6418.664937211297
55,2024-03-09,9804,008,Mix 8 10am,04,CHASED (RADIO EDIT),98,5:30,330.0,94.0,0.0,3.5106382978723403,3925.0,0.9577361073623204,4098.206144498148,6,1,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,330.0,94.0,0.0,3.5106382978723403,3925.0,0.9577361073623204,4098.206144498148
56,2024-03-09,9505,008,Mix 8 10am,05,IRRESISTIBLE,95,4:18,258.0,126.0,16.0,2.0476190476190474,7890.0,0.7544916153069559,10457.372673107902,6,5,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,258.0,126.0,16.0,2.0476190476190474,7890.0,0.7544916153069559,10457.372673107902
57,2024-03-09,9906,008,Mix 8 10am,06,EMPEROR'S NEW CLOTHES,99,4:51,291.0,115.0,64.0,2.5304347826086957,7540.0,0.7436345517599783,10139.389007886866,8,5,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,291.0,115.0,64.0,2.5304347826086957,7540.0,0.7436345517599783,10139.389007886866
58,2024-03-09,11807,008,Mix 8 10am,07,DURA,118,5:48,348.0,149.0,72.0,2.335570469798658,9430.0,0.8086267432657017,11661.746384884842,8,4,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,348.0,149.0,72.0,2.335570469798658,9430.0,0.8086267432657017,11661.746384884842
59,2024-03-09,9809,008,Mix 8 10am,09,MY HOUSE,98,4:08,248.0,50.0,16.0,4.96,960.0,1.2188906732385663,787.601399434209,2,3,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,248.0,50.0,16.0,4.96,960.0,1.2188906732385663,787.601399434209
60,2024-03-09,11601,009,Mix 9 6pm,01,OTHERSIDE,116,5:00,300.0,85.0,0.0,3.5294117647058822,4270.0,0.9892889965197339,4316.231167051927,2,4,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,300.0,85.0,0.0,3.5294117647058822,4270.0,0.9892889965197339,4316.231167051927
61,2024-03-09,10602,009,Mix 9 6pm,02,I AM HERE,106,5:21,321.0,122.0,48.0,2.6311475409836067,6380.0,0.8935573543931321,7140.000547959271,5,4,2024-03-09_1,2024-03-09 10:03:31.652,62.8872,175.0,321.0,122.0,48.0,2.6311475409836067,6380.0,0.8935573543931321,7140.000547959271
62,2024-03-09,11003,009,Mix 9 6pm,03,HEADS UP,,,,,,,,,,5,3,2024-03-09_2,2024-03-09 18:01:47.572,46.8842,154.0,121.0609756097561,121.0609756097561,45.146341463414636,1.0534050779315147,6418.664937211297,1.0534050779315147,6418.664937211297
63,2024-03-09,10904,009,Mix 9 6pm,04,THE ISLAND PT. 1 (DAWN) [SKRILLEX REMIX],109,5:48,348.0,80.0,0.0,4.35,3730.0,1.186722103940766,3143.1115908381016,6,5,2024-03-09_2,2024-03-09 18:01:47.572,46.8842,154.0,348.0,80.0,0.0,4.35,3730.0,1.186722103940766,3143.1115908381016
64,2024-03-09,11705,009,Mix 9 6pm,05,HOW YOU LIKE THAT,117,4:48,288.0,80.0,0.0,3.6,4340.0,1.3265015376094387,3271.7640175686133,5,4,2024-03-09_2,2024-03-09 18:01:47.572,46.8842,154.0,288.0,80.0,0.0,3.6,4340.0,1.3265015376094387,3271.7640175686133
65,2024-03-09,11106,009,Mix 9 6pm,06,WALK ME HOME,111,4:38,278.0,64.0,28.0,4.34375,3490.0,1.2765247325905555,2733.9854143816383,6,2,2024-03-09_2,2024-03-09 18:01:47.572,46.8842,154.0,278.0,64.0,28.0,4.34375,3490.0,1.2765247325905555,2733.9854143816383
66,2024-03-09,11108,009,Mix 9 6pm,08,FOCUS,111,5:44,344.0,100.0,0.0,3.44,6130.0,1.0599329006346532,5783.384963642091,8,5,2024-03-09_2,2024-03-09 18:01:47.572,46.8842,154.0,344.0,100.0,0.0,3.44,6130.0,1.0599329006346532,5783.384963642091
67,2024-03-09,9509,009,Mix 9 6pm,09,MAROON 5 - SUGAR,95,3:59,239.0,42.0,16.0,5.690476190476191,760.0,1.3984008779954749,543.4779196430534,2,4,2024-03-09_2,2024-03-09 18:01:47.572,46.8842,154.0,239.0,42.0,16.0,5.690476190476191,760.0,1.3984008779954749,543.4779196430534
68,2024-03-10,12301,010,Mix 10 Sun 9am cover,01,RUN (GALANTIS & MISHA K VIP MIX),123,4:33,273.0,73.0,0.0,3.73972602739726,3810.0,1.0482397791890605,3634.6645830856496,2,4,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,273.0,73.0,0.0,3.73972602739726,3810.0,1.0482397791890605,3634.6645830856496
69,2024-03-10,10902,010,Mix 10 Sun 9am cover,02,NATURAL,109,6:25,385.0,146.0,96.0,2.636986301369863,7330.0,0.8955402410243122,8185.003491988256,5,3,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,385.0,146.0,96.0,2.636986301369863,7330.0,0.8955402410243122,8185.003491988256
70,2024-03-10,11003,010,Mix 10 Sun 9am cover,03,HEADS UP,,,,,,,,,,5,3,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,121.0609756097561,121.0609756097561,45.146341463414636,1.0534050779315147,6418.664937211297,1.0534050779315147,6418.664937211297
71,2024-03-10,10904,010,Mix 10 Sun 9am cover,04,THE ISLAND PT. 1 (DAWN) [SKRILLEX REMIX],109,5:48,348.0,80.0,0.0,4.35,3730.0,1.186722103940766,3143.1115908381016,6,5,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,348.0,80.0,0.0,4.35,3730.0,1.186722103940766,3143.1115908381016
72,2024-03-10,9505,010,Mix 10 Sun 9am cover,05,IRRESISTIBLE,95,4:18,258.0,126.0,16.0,2.0476190476190474,7890.0,0.7544916153069559,10457.372673107902,6,5,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,258.0,126.0,16.0,2.0476190476190474,7890.0,0.7544916153069559,10457.372673107902
73,2024-03-10,11606,010,Mix 10 Sun 9am cover,06,AS GOOD AS IT GETS,116,4:45,285.0,99.0,60.0,2.878787878787879,5600.0,0.8460072350284039,6619.328734005431,3,2,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,285.0,99.0,60.0,2.878787878787879,5600.0,0.8460072350284039,6619.328734005431
74,2024-03-10,11807,010,Mix 10 Sun 9am cover,07,DURA,118,5:48,348.0,149.0,72.0,2.335570469798658,9430.0,0.8086267432657017,11661.746384884842,8,4,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,348.0,149.0,72.0,2.335570469798658,9430.0,0.8086267432657017,11661.746384884842
75,2024-03-10,9808,010,Mix 10 Sun 9am cover,08,REDLINER (STUDIO-X TRAP REMIX),98,5:27,327.0,145.0,0.0,2.2551724137931033,9710.0,0.6948637901113304,13973.961714776178,6,1,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,327.0,145.0,0.0,2.2551724137931033,9710.0,0.6948637901113304,13973.961714776178
76,2024-03-10,11609,010,Mix 10 Sun 9am cover,09,KADUNGDUNG,116,2:50,170.0,36.0,0.0,4.722222222222222,660.0,1.1604581902472908,568.7408693796677,2,3,2024-03-10_1,2024-03-10 09:02:14.995,47.8937,157.0,170.0,36.0,0.0,4.722222222222222,660.0,1.1604581902472908,568.7408693796677
77,2024-03-16,11701,011,Mix 11 10am,01,HEAVEN ON MY MIND,117,4:52,292.0,120.0,0.0,2.433333333333333,4360.0,0.6820598026005499,6392.401345712269,2,5,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,292.0,120.0,0.0,2.433333333333333,4360.0,0.6820598026005499,6392.401345712269
78,2024-03-16,9602,011,Mix 11 10am,02,BLOW YOUR MIND,96,6:12,372.0,122.0,0.0,3.0491803278688523,6980.0,1.035524410698583,6740.546072971055,6,3,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,372.0,122.0,0.0,3.0491803278688523,6980.0,1.035524410698583,6740.546072971055
79,2024-03-16,9603,011,Mix 11 10am,03,IMMORTALS,96,6:08,368.0,209.0,152.0,1.7607655502392345,11725.0,0.6458625309895094,18154.017979702938,6,3,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,368.0,209.0,152.0,1.7607655502392345,11725.0,0.6458625309895094,18154.017979702938
80,2024-03-16,11604,011,Mix 11 10am,04,LACRIMOSA,116,5:27,327.0,117.0,0.0,2.7948717948717947,6930.0,0.7624680773919452,9088.905103679044,5,3,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,327.0,117.0,0.0,2.7948717948717947,6930.0,0.7624680773919452,9088.905103679044
81,2024-03-16,9205,011,Mix 11 10am,05,WALK OF SHAME,,,,,,,,,,6,3,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,121.77027027027027,121.77027027027027,33.83783783783784,1.011089090409027,8612.188287082014,1.011089090409027,8612.188287082014
82,2024-03-16,11006,011,Mix 11 10am,06,MACHINE,,,,,,,,,,8,3,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,93.16438356164383,93.16438356164383,44.52054794520548,1.020071571826141,6990.2007336657225,1.020071571826141,6990.2007336657225
83,2024-03-16,10608,011,Mix 11 10am,08,TRIBES,106,4:54,294.0,152.0,96.0,1.9342105263157894,9950.0,0.595969003952318,16695.49915182514,8,3,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,294.0,152.0,96.0,1.9342105263157894,9950.0,0.595969003952318,16695.49915182514
84,2024-03-16,9609,011,Mix 11 10am,09,WANT TO WANT ME,96,3:32,212.0,46.0,24.0,4.608695652173913,580.0,1.1325597069011923,512.1142810094698,3,4,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,212.0,46.0,24.0,4.608695652173913,580.0,1.1325597069011923,512.1142810094698
85,2024-03-16,10601,012,Mix 12 6pm,01,STILL THE ONE,106,5:06,306.0,78.0,12.0,3.923076923076923,3670.0,1.0996327692084735,3337.477840571905,2,2,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,306.0,78.0,12.0,3.923076923076923,3670.0,1.0996327692084735,3337.477840571905
86,2024-03-16,9802,012,Mix 12 6pm,02,TECHNO (EXTENDED MIX),98,5:29,329.0,128.0,0.0,2.5703125,7270.0,0.8728973201575043,8328.585541639894,6,1,2024-03-16_1,2024-03-16 10:03:28.405,55.9788,160.0,329.0,128.0,0.0,2.5703125,7270.0,0.8728973201575043,8328.585541639894
87,2024-03-16,10403,012,Mix 12 6pm,03,YOUNG AND MENACE,,,,,,,,,,7,3,2024-03-16_2,2024-03-16 18:01:49.569,70.537,175.0,121.0609756097561,121.0609756097561,45.146341463414636,1.0534050779315147,6418.664937211297,1.0534050779315147,6418.664937211297
88,2024-03-16,10404,012,Mix 12 6pm,04,AIN'T GIVING UP (WIDE AWAKE REMIX),,,,,,,,,,7,4,2024-03-16_2,2024-03-16 18:01:49.569,70.537,175.0,97.54761904761905,97.54761904761905,4.0,0.9806588207991966,4662.105516687178,0.9806588207991966,4662.105516687178
