,track_id,bodypump_release_number,track_title,track_type_id,muscle_group,difficulty,enjoyment,Duration,song_duration_sec,total_reps,total_reps_pulses,sec_per_rep,total_intensity,sec_per_rep_normalized,total_intensity_modulated
217,10009,100,WHEREVER I GO,09,CORE,2,3,,,,,,,,
218,11606,116,AS GOOD AS IT GETS,06,BICEPS,3,2,4:45,285.0,99.0,60.0,2.878787878787879,5600.0,0.8460072350284039,6619.328734005431
219,9901,99,MAD WORLD (RADIO EDIT),01,WARMUP,2,4,5:29,329.0,83.0,0.0,3.963855421686747,4275.0,1.1110629231997735,3847.6668699269862
220,11609,116,KADUNGDUNG,09,CORE,2,3,2:50,170.0,36.0,0.0,4.722222222222222,660.0,1.1604581902472908,568.7408693796677
221,10901,109,JACKIE CHAN,01,WARMUP,2,4,5:38,338.0,92.0,0.0,3.6739130434782608,4280.0,1.0297924952902882,4156.177112937215
222,11809,118,ROTATE,09,CORE,2,3,3:24,204.0,48.0,0.0,4.25,1120.0,1.0444123712225617,1072.3733564061074
223,11601,116,OTHERSIDE,01,WARMUP,2,4,5:00,300.0,85.0,0.0,3.5294117647058822,4270.0,0.9892889965197339,4316.231167051927
224,11801,118,BAD AT BEING ALONE (JAY HARDAWAY REMIX),01,WARMUP,2,4,4:33,273.0,141.0,0.0,1.9361702127659575,8100.0,0.5427057012822796,14925.21633891389
225,10209,102,STARBOY,09,CORE,3,2,,,,,,,,
226,12301,123,RUN (GALANTIS & MISHA K VIP MIX),01,WARMUP,2,4,4:33,273.0,73.0,0.0,3.73972602739726,3810.0,1.0482397791890605,3634.6645830856496
227,9401,94,HEROES (WE COULD BE),01,WARMUP,2,4,5:31,331.0,186.0,0.0,1.7795698924731183,9460.0,0.49881085872908093,18965.104376643107
228,10909,109,COMPLICATED,09,CORE,3,2,3:44,224.0,64.0,0.0,3.5,1420.0,0.8601043057126979,1650.9625525282802
229,9601,96,FIVE MORE HOURS,01,WARMUP,3,3,5:29,329.0,80.0,0.0,4.1125,4120.0,1.152727782819765,3574.1309105275404
230,9209,92,SOMETHING I NEED,09,CORE,2,2,,,,,,,,
231,9801,98,STRONG ONES,01,WARMUP,3,3,5:06,306.0,82.0,0.0,3.731707317073171,4260.0,1.0459921463202553,4072.688322743582
232,11009,110,TAKI TAKI,09,CORE,2,2,,,,,,,,
233,10001,100,THIS IS WHAT YOU CAME FOR,01,WARMUP,3,2,,,,,,,,
234,10501,105,ALL STARS,01,WARMUP,3,3,5:21,321.0,78.0,0.0,4.115384615384615,3470.0,1.1535363363265358,3008.1410448242127
235,11001,110,I NEED,01,WARMUP,3,3,,,,,,,,
236,9501,95,CALVIN HARRIS FEAT. ELLIE GOULDING - OUTSIDE,01,WARMUP,2,3,4:48,288.0,81.0,0.0,3.5555555555555554,4190.0,0.9966170631606208,4204.222619580731
237,10601,106,STILL THE ONE,01,WARMUP,2,2,5:06,306.0,78.0,12.0,3.923076923076923,3670.0,1.0996327692084735,3337.477840571905
238,11101,111,SPEECHLESS [NICOLAS HAELG REMIX],01,WARMUP,2,3,5:14,314.0,88.0,0.0,3.5681818181818183,4280.0,1.0001561862542312,4279.331627222531
239,10201,102,USED TO HAVE IT ALL,01,WARMUP,3,3,,,,,,,,
240,9409,94,BABY DON'T LIE,09,CORE,3,1,5:40,340.0,50.0,18.0,6.8,670.0,1.6710597939560987,400.9431633884442
241,9201,92,YOU MAKE ME,01,WARMUP,2,2,,,,,,,,
242,10701,107,LULLABY,01,WARMUP,2,2,5:13,313.0,82.0,0.0,3.817073170731707,4090.0,1.0699200712360781,3822.715462543688
243,10709,107,2 DA MOON,09,CORE,3,1,2:54,174.0,62.0,44.0,2.806451612903226,900.0,0.6896688902949744,1304.9740428556465
244,11901,119,IMAGINE,01,WARMUP,2,2,4:53,293.0,84.0,0.0,3.488095238095238,4490.0,0.9777080340604751,4592.373023010544
245,9909,99,WORK,09,CORE,2,1,5:14,314.0,54.0,28.0,5.814814814814815,910.0,1.4289563597554875,636.8284054215011
246,12701,127,DON'T FORGET MY LOVE,01,WARMUP,2,2,5:37,337.0,98.0,0.0,3.438775510204082,5460.0,0.9638837858948225,5664.583303402291
247,10801,108,PANIC ROOM,01,WARMUP,2,2,5:33,333.0,79.0,0.0,4.215189873417722,3435.0,1.181511605337176,2907.292644848572
248,13101,131,MAZE,01,WARMUP,2,2,,,,,,,,
249,8501,85,HEARTBREAK ON HOLD,01,WARMUP,2,1,,,,,,,,
250,11710,117,DIAMONDS,10,COOLDOWN,1,5,,,,,,,,
251,10310,103,1 NIGHT,10,COOLDOWN,1,5,,,,,,,,
252,12410,124,LOL,10,COOLDOWN,1,5,,,,,,,,
253,9810,98,BIRD SET FREE,10,COOLDOWN,1,4,,,,,,,,
254,10010,100,JUST LIKE FIRE,10,COOLDOWN,1,4,,,,,,,,
255,11010,110,WANT TO,10,COOLDOWN,1,4,,,,,,,,
256,10610,106,STARGAZING,10,COOLDOWN,1,4,,,,,,,,
257,10210,102,CAPSIZE,10,COOLDOWN,1,4,,,,,,,,
258,10810,108,REMIND ME TO FORGET,10,COOLDOWN,1,4,,,,,,,,
259,10510,105,BREAK MY HABITS,10,COOLDOWN,1,3,,,,,,,,
260,11110,111,IMAGINE,10,COOLDOWN,1,3,,,,,,,,
261,11610,116,MY OASIS,10,COOLDOWN,1,3,,,,,,,,
262,11810,118,BEAUTIFUL MISTAKES,10,COOLDOWN,1,3,,,,,,,,
263,12310,123,SUNDAY,10,COOLDOWN,1,3,,,,,,,,
264,9410,94,ONLY LOVE CAN HURT LIKE THIS,10,COOLDOWN,1,2,,,,,,,,
265,9610,96,ADORE,10,COOLDOWN,1,2,,,,,,,,
266,9910,99,TORCHES,10,COOLDOWN,1,2,,,,,,,,
267,12710,127,6 FT.,10,COOLDOWN,1,2,,,,,,,,
268,11210,112,MIRACLE,10,COOLDOWN,1,2,,,,,,,,
269,8510,85,FOREVER,10,COOLDOWN,1,2,,,,,,,,
270,9210,92,HOW YOU REMIND ME,10,COOLDOWN,1,1,,,,,,,,
271,9510,95,NEEDTOBREATHE FEAT. GAVIN DEGRAW - BROTHER,10,COOLDOWN,1,1,,,,,,,,
272,10410,104,QUIT,10,COOLDOWN,1,1,,,,,,,,
273,10710,107,MISS YOU (NVOY REMIX),10,COOLDOWN,1,1,,,,,,,,
274,10910,109,DEEP END,10,COOLDOWN,1,1,,,,,,,,
275,11910,119,BE SOMEBODY,10,COOLDOWN,1,1,,,,,,,,
276,9310,93,WHAT ARE YOU WAITING FOR?,10,COOLDOWN,1,1,,,,,,,,
277,9411,94,I BET MY LIFE,11,ALTERNATIVE,0,0,,,,,,,,
278,8511,85,UNDEFEATED,11,ALTERNATIVE,0,0,,,,,,,,
279,93111,93,FIGHT ON,11,ALTERNATIVE,0,0,,,,,,,,
280,93112,93,ANIMAL,11,ALTERNATIVE,0,0,,,,,,,,
281,12411,124,WAY DOWN,11,ALTERNATIVE,0,0,,,,,,,,
282,12412,124,MILLION DAYS,11,ALTERNATIVE,0,0,,,,,,,,
283,13110,131,ESPRESSO,10,COOLDOWN,1,3,,,,,,,,
284,13111,131,OTT,11,ALTERNATIVE,0,0,,,,,,,,
285,13112,131,TMWYD,11,ALTERNATIVE,0,0,,,,,,,,
286,13113,131,RUN,11,ALTERNATIVE,0,0,,,,,,,,
287,13114,131,BOOM BUGGY,11,ALTERNATIVE,0,0,,,,,,,,
288,12001,120,REMEMBER,01,WARMUP,0,0,4:56,296.0,63.0,0.0,4.698412698412699,2975.0,1.3169582620336777,2258.9933832875886
289,12002,120,ALIVE,02,SQUATS,0,0,6:04,364.0,140.0,0.0,2.6,7020.0,0.8829794168644907,7950.355201855568
290,12003,120,GO HARD OR GO HOME,03,CHEST,0,0,4:58,298.0,253.0,0.0,1.1778656126482214,14900.0,0.4320502895159029,34486.72610934927
291,12004,120,PEACE (KAIVON REMIX),04,BACK,0,0,5:06,306.0,93.0,0.0,3.2903225806451615,4965.0,0.8976318472521925,5531.220862092549
292,12005,120,BY YOUR SIDE,05,TRICEPS,0,0,4:55,295.0,307.0,240.0,0.9609120521172638,15110.0,0.3540698096224977,42675.200170582146
293,12006,120,JUNGLE,06,BICEPS,0,0,4:58,298.0,119.0,40.0,2.504201680672269,7260.0,0.7359252675160834,9865.132127483766
294,12007,120,YOUR BODY,07,LUNGES,0,0,4:59,299.0,60.0,0.0,4.983333333333333,3740.0,1.72534147697463,2167.686831802163
295,12008,120,COME & GO,08,SHOULDERS,0,0,4:52,292.0,112.0,0.0,2.607142857142857,7800.0,0.8033129334128913,9709.790139767252
296,12009,120,GOLD (KYND REMIX),09,CORE,0,0,4:53,293.0,78.0,12.0,3.7564102564102564,2120.0,0.9231156101605146,2296.5704150874094
297,12010,120,Y R U FAR AWAY,10,COOLDOWN,0,0,,,,,,,,
298,12011,120,JUST FEELS TIGHT,11,ALTERNATIVE,0,0,,,,,,,,
299,12012,120,MAKE YOU CRY,11,ALTERNATIVE,0,0,,,,,,,,
300,12013,120,INDUSTRY BABY,11,ALTERNATIVE,0,0,,,,,,,,
