,bodypump_release_number,track_number,muscle_group,Duration,move,reps,track_title
522,95,04,BACK,5:23,PLATE FRONT SQUAT,8,BLASTERJAXX & DBSTF FEAT. RYDER - BEAUTIFUL WORLD
523,95,04,BACK,5:23,PLATE SQUAT PRESS,16,BLASTERJAXX & DBSTF FEAT. RYDER - BEAUTIFUL WORLD
524,95,04,BACK,5:23,POWER PRESS,6,BLASTERJAXX & DBSTF FEAT. RYDER - BEAUTIFUL WORLD
525,95,05,TRICEPS,4:18,CHEST PRESS,16,IRRESISTIBLE
526,95,05,TRICEPS,4:18,TRICEPS DIP,28,IRRESISTIBLE
527,95,05,TRICEPS,4:18,TRICEPS KICKBACK,48,IRRESISTIBLE
528,95,05,TRICEPS,4:18,TRICEPS OVERHEAD EXTENSION,34,IRRESISTIBLE
529,95,06,BICEPS,4:25,BICEPS MID RANGE CURL,120,FLO RIDA FEAT. SAGE THE GEMINI AND LOOKAS - GDFR
530,95,06,BICEPS,4:25,BICEPS PLATE CURL,22,FLO RIDA FEAT. SAGE THE GEMINI AND LOOKAS - GDFR
531,95,06,BICEPS,4:25,BICEPS PLATE ROW,12,FLO RIDA FEAT. SAGE THE GEMINI AND LOOKAS - GDFR
532,95,07,LUNGES,6:02,LUNGE,96,CALVIN HARRIS & R3HAB - BURNIN'
533,95,07,LUNGES,6:02,SQUAT,58,CALVIN HARRIS & R3HAB - BURNIN'
534,95,08,SHOULDERS,5:17,ROTATOR RAISE,12,THREE DAYS GRACE - I AM MACHINE
535,95,08,SHOULDERS,5:17,SHOULDER PUSH PRESS,8,THREE DAYS GRACE - I AM MACHINE
536,95,08,SHOULDERS,5:17,SHOULDER STRICT PRESS,24,THREE DAYS GRACE - I AM MACHINE
537,95,08,SHOULDERS,5:17,SIDE RAISE,28,THREE DAYS GRACE - I AM MACHINE
538,95,08,SHOULDERS,5:17,UPRIGHT ROW,40,THREE DAYS GRACE - I AM MACHINE
539,95,09,CORE,3:59,CROSS CRAWL,10,MAROON 5 - SUGAR
540,95,09,CORE,3:59,CRUNCH,16,MAROON 5 - SUGAR
541,95,09,CORE,3:59,HOVER with ROTATON,16,MAROON 5 - SUGAR
542,96,01,WARMUP,5:29,CLEAN AND PRESS,8,FIVE MORE HOURS
543,96,01,WARMUP,5:29,DEADLIFT,8,FIVE MORE HOURS
544,96,01,WARMUP,5:29,DEADROW,12,FIVE MORE HOURS
545,96,01,WARMUP,5:29,LUNGE,16,FIVE MORE HOURS
546,96,01,WARMUP,5:29,POWER PRESS,4,FIVE MORE HOURS
547,96,01,WARMUP,5:29,SQUAT,20,FIVE MORE HOURS
548,96,01,WARMUP,5:29,UPRIGHT ROW,12,FIVE MORE HOURS
549,96,02,SQUATS,6:12,SQUAT,122,BLOW YOUR MIND
550,96,03,CHEST,6:08,A-PRESS,102,IMMORTALS
551,96,03,CHEST,6:08,PUSHUP,107,IMMORTALS
552,96,04,BACK,5:29,CLEAN AND PRESS,12,THE THRILL
553,96,04,BACK,5:29,DEADLIFT,23,THE THRILL
554,96,04,BACK,5:29,DEADROW,34,THE THRILL
555,96,04,BACK,5:29,PLATE SQUAT PRESS,32,THE THRILL
556,96,04,BACK,5:29,SQUAT,6,THE THRILL
557,96,05,TRICEPS,4:16,TRICEPS DIP,22,HALLELUJAH
558,96,05,TRICEPS,4:16,TRICEPS OVERHEAD EXTENSION,40,HALLELUJAH
559,96,05,TRICEPS,4:16,TRICEPS PUSHUP,32,HALLELUJAH
560,96,06,BICEPS,4:30,BICEPS BARBELL CURL,24,WOBBLE
561,96,06,BICEPS,4:30,BICEPS MID RANGE CURL,97,WOBBLE
562,96,06,BICEPS,4:30,BICEPS PLATE ROW,26,WOBBLE
563,96,07,LUNGES,5:21,LUNGE,99,PEANUT BUTTER JELLY
564,96,07,LUNGES,5:21,SQUAT,55,PEANUT BUTTER JELLY
565,96,08,SHOULDERS,6:06,DELTOID FLY,8,ADDICTED TO A MEMORY
566,96,08,SHOULDERS,6:06,ROTATOR RAISE,20,ADDICTED TO A MEMORY
567,96,08,SHOULDERS,6:06,SHOULDER PUSH PRESS,44,ADDICTED TO A MEMORY
568,96,08,SHOULDERS,6:06,SHOULDER STRICT PRESS,12,ADDICTED TO A MEMORY
569,96,08,SHOULDERS,6:06,SIDE RAISE,32,ADDICTED TO A MEMORY
570,96,09,CORE,3:32,CRUNCH,46,WANT TO WANT ME
571,96,10,COOLDOWN,3:41,CRUNCH,8,ADORE
572,98,01,WARMUP,5:06,CLEAN AND PRESS,10,STRONG ONES
573,98,01,WARMUP,5:06,DEADLIFT,6,STRONG ONES
574,98,01,WARMUP,5:06,DEADROW,18,STRONG ONES
575,98,01,WARMUP,5:06,LUNGE,16,STRONG ONES
576,98,01,WARMUP,5:06,POWER PRESS,4,STRONG ONES
577,98,01,WARMUP,5:06,SQUAT,16,STRONG ONES
578,98,01,WARMUP,5:06,UPRIGHT ROW,12,STRONG ONES
579,98,02,SQUATS,5:29,SQUAT,128,TECHNO (EXTENDED MIX)
580,98,03,CHEST,5:48,CHEST PRESS,94,FOCUS
581,98,03,CHEST,5:48,PUSHUP,28,FOCUS
582,98,04,BACK,5:30,CLEAN AND PRESS,16,CHASED (RADIO EDIT)
583,98,04,BACK,5:30,DEADLIFT,14,CHASED (RADIO EDIT)
584,98,04,BACK,5:30,DEADROW,59,CHASED (RADIO EDIT)
585,98,04,BACK,5:30,POWER PRESS,5,CHASED (RADIO EDIT)
586,98,06,BICEPS,4:34,BICEPS BARBELL CURL,14,VICTORIOUS
587,98,06,BICEPS,4:34,BICEPS MID RANGE CURL,50,VICTORIOUS
588,98,07,LUNGES,5:28,CHEST PRESS,56,MEMORIES
589,98,07,LUNGES,5:28,LUNGE,112,MEMORIES
590,98,07,LUNGES,5:28,SQUAT,24,MEMORIES
591,98,08,SHOULDERS,5:27,MAC RAISE,32,REDLINER (STUDIO-X TRAP REMIX)
592,98,08,SHOULDERS,5:27,PUSHUP,30,REDLINER (STUDIO-X TRAP REMIX)
593,98,08,SHOULDERS,5:27,SHOULDER PUSH PRESS,14,REDLINER (STUDIO-X TRAP REMIX)
594,98,08,SHOULDERS,5:27,SHOULDER STRICT PRESS,20,REDLINER (STUDIO-X TRAP REMIX)
595,98,08,SHOULDERS,5:27,SIDE RAISE,40,REDLINER (STUDIO-X TRAP REMIX)
596,98,08,SHOULDERS,5:27,UPRIGHT ROW,9,REDLINER (STUDIO-X TRAP REMIX)
597,98,09,CORE,4:08,CRUNCH,28,MY HOUSE
598,98,09,CORE,4:08,REVERSE CRUNCH,22,MY HOUSE
599,99,01,WARMUP,5:29,CLEAN AND PRESS,12,MAD WORLD (RADIO EDIT)
600,99,01,WARMUP,5:29,DEADLIFT,12,MAD WORLD (RADIO EDIT)
601,99,01,WARMUP,5:29,DEADROW,18,MAD WORLD (RADIO EDIT)
602,99,01,WARMUP,5:29,LUNGE,17,MAD WORLD (RADIO EDIT)
603,99,01,WARMUP,5:29,POWER PRESS,4,MAD WORLD (RADIO EDIT)
604,99,01,WARMUP,5:29,SQUAT,16,MAD WORLD (RADIO EDIT)
605,99,01,WARMUP,5:29,UPRIGHT ROW,4,MAD WORLD (RADIO EDIT)
606,99,02,SQUATS,6:00,SQUAT,106,POWER GLOVE
607,99,03,CHEST,6:08,CHEST PRESS,144,IN THE DARK
608,99,04,BACK,6:15,CLEAN AND PRESS,24,WINTERBURN
609,99,04,BACK,6:15,DEADLIFT,24,WINTERBURN
610,99,04,BACK,6:15,DEADROW,40,WINTERBURN
611,99,05,TRICEPS,6:11,TRICEPS OVERHEAD EXTENSION,52,SOMETHING IN THE WAY YOU MOVE
612,99,05,TRICEPS,6:11,TRICEPS PRESS,32,SOMETHING IN THE WAY YOU MOVE
613,99,05,TRICEPS,6:11,TRICEPS PUSHUP,28,SOMETHING IN THE WAY YOU MOVE
614,99,06,BICEPS,4:51,BICEPS BARBELL CURL,51,EMPEROR'S NEW CLOTHES
615,99,06,BICEPS,4:51,BICEPS MID RANGE CURL,64,EMPEROR'S NEW CLOTHES
616,99,07,LUNGES,4:16,LUNGE,34,WON'T STOP ROCKING
617,99,07,LUNGES,4:16,SQUAT,84,WON'T STOP ROCKING
618,99,08,SHOULDERS,5:30,PUSHUP,15,OLD SKOOL
619,99,08,SHOULDERS,5:30,REAR RAISE,26,OLD SKOOL
620,99,08,SHOULDERS,5:30,SHOULDER PUSH PRESS,16,OLD SKOOL
621,99,08,SHOULDERS,5:30,SHOULDER STRICT PRESS,16,OLD SKOOL
622,99,08,SHOULDERS,5:30,UPRIGHT ROW,38,OLD SKOOL
623,99,09,CORE,5:14,CRUNCH,31,WORK
624,99,09,CORE,5:14,REVERSE CRUNCH,23,WORK
